1435,HSBC Short Duration Fund(G),2,Debt : Short Term,"To provide reasonable income through a diversified portfolio of fixed income securities such that the Macaulay duration of the portfolio is between 1 year to 3 years. However, there can be no assurance or guarantee that the investment objective of the scheme would be achieved."
1441,HSBC Multi Cap Equity Fund(G),3,Equity : Multi Cap,"Seeks long term capital growth through investments across all market capitalisations, including small, mid and large cap stocks. It aims to be predominantly invested in equity & equity related securities. However it could move a significant portion of its assets towards fixed income securities if the fund manager becomes negative on equity markets."
1447,HSBC Low Duration Fund(G),2,Debt : Ultra Short Term,To seek to provide liquidity and reasonable returns by investing primarily in a mix of debt and money market instruments such that the Macaulay duration of the portfolio is between 6 months to 12 months. However there can be no assurance or guarantee that the investment objective of the scheme would be achieved.
1454,HSBC Small Cap Equity Fund(G),2,Equity : Small Cap,"To generate long term capital growth from an actively managed portfolio of equity and equity related securities of predominantly small cap companies. However, it could move a portion of its assets towards fixed income securities if the fund manager becomes negative on the Indian equity markets. However, there can be no assurance or guarantee that the investment objective of the scheme would be achieved."
1458,HSBC Regular Savings Fund(G),2,Hybrid : Debt Oriented,To seek and generate reasonable returns through investments in debt and money market instruments.
1462,HSBC Tax Saver Equity Fund(G),4,Equity : Tax Saving (ELSS),"Aims to provide long term capital appreciation by investing in a diversified portfolio of equity & equity related instruments of companies across various sectors and industries, with no capitalisation bias. The Fund may also invest in fixed income securities."
1467,ICICI Pru Equity-Arbitrage Fund(G),4,Hybrid : Arbitrage,To generate low volatility returns by using arbitrage and other derivative strategies in equity markets and investments in short-term debt portfolio.
1470,ICICI Pru Balanced Advantage Fund(G),3,Hybrid : Equity Oriented,"To provide capital appreciation and income distribution to the investors by using equity derivatives strategies, arbitrage opportunities and pure equity investments."
1482,ICICI Pru Equity & Debt Fund(G),5,Hybrid : Equity Oriented,"The primary investment objective of the Scheme is to seek to generate long term capital appreciation and current income from a a portfolio that is invested in equity and equity related securities as well as in fixed income securities. However, there can be no assurance that the investment objective of the Scheme will be realized."
1489,ICICI Pru Child Care Fund-Gift Plan,3,Hybrid : Equity Oriented,To generate regular returns and capital appreciation respectively through investments in debt and money market instruments and equity and equity related instruments.
1490,ICICI Pru Child Care Plan-Study Plan,5,Hybrid : Debt Oriented,To generate regular returns and capital appreciation respectively through investments in debt and money market instruments and equity and equity related instruments.
1492,ICICI Pru Value Discovery Fund(G),1,Equity : Multi Cap,Primary objective is to generate returns through a combination of dividend income and capital appreciation by investing primarily in a well diversified portfolio of value stocks.
1495,ICICI Pru Multi-Asset Fund(G),3,Equity : Multi Cap,To generate capital appreciation by actively investing in equity and equity related securities and for defensive consideration in debt / money market instruments and derivatives.
1499,ICICI Pru Midcap Fund(G),3,Equity : Mid Cap,"The primary objective of the Scheme is to seek to generate capital appreciation by actively investing in diversified mid cap stocks. However, there is no assurance that the investment objective of the Scheme will be realized."
1500,ICICI Pru Savings Fund(G),4,Debt : Ultra Short Term,"To generate income through in a range of debt instruments and money market instruments of various maturities with a view to maximising income while maintaining the optimum balance of yield, safety and liquidity"
1512,ICICI Pru Floating Interest Fund(G),4,Debt : Ultra Short Term,"To generate income consistent with prudent risk from a portfolio comprising substantially of floating rate debt instruments, fixed rate debt instruments swapped from floating rate return and also fixed rate instruments and money market instruments"
1517,ICICI Pru FMCG Fund(G),Unrated,Equity : Sector-FMCG,"The scheme seeks to generate long-term capital appreciation through investments predominantly in equity and related securities of FMCG companies. Around 90 per cent of the corpus would be invested in the equities of FMCG companies, with the balance 10 per cent invested in the debt and money market instruments.     "
1600,ICICI Pru Gilt-Invest-PF(G),5,Debt : Long Term,The primary investment objective of the Scheme is to generate income through investment in Gilts of various maturities.
1602,ICICI Pru Gilt-Treasury-PF(G),Unrated,Debt : Medium Term,The primary investment objective of all the Plans under the Scheme is to generate income through investment inGilts of various maturities.
1604,ICICI Pru Short Term Gilt Fund(G),5,Debt : Medium Term,The primary investment objective of all the Plans under the Scheme is to generate income through investment inGilts of various maturities.
1606,ICICI Pru Gilt Fund(G),4,Debt : Long Term,The primary investment objective of the Scheme is to generate income through investment in Gilts of various maturities.
1608,ICICI Pru Large & Mid Cap Fund(G),3,Equity : Multi Cap,To generate long-term capital appreciation from a portfolio that is invested predominantly in equity and equity related securities.
1615,ICICI Pru Regular Savings Fund(G),4,Hybrid : Debt Oriented,"The Scheme seeks to generate regular income through investments primarily in debt and money market instruments. As a secondary objective, the Scheme also seeks to generate long term capital appreciation from the portion of equity investments under the Scheme.However, there can be no assurance that the investmentobjectives of the Scheme will be realised."
1617,ICICI Pru Long Term Bond Fund(G),4,Debt : Long Term,"To generate income through investments in a range of debt and money market instruments of various maturities with a view to maximising income while maintaining the optimum balance of yield, safety and liquidity."
1623,ICICI Pru Nifty Index Fund(G),2,Equity : Large Cap,"An open-ended index linked growth scheme seeking to track the returns of the CNX Nifty through investments in a basket of stocks drawn from the constituents of the above index. The objective of the Scheme is to invest in companies whose securities are included in Nifty and subject to tracking errors, to endeavor to achieve the returns of the above index as closely as possible. This would be done by investing in almost all the stocks comprising the CNX Nifty in approximately the same weightage that they represent in CNX Nifty. The Plan will not seek to outperform the CNX Nifty or to under perform it. The objective is that the performance of the NAV of the Plan should closely track the performance of the CNX Nifty over the same period."
1625,ICICI Pru Smallcap Fund(G),3,Equity : Multi Cap,"The scheme endeavors to generate long term capital appreciation by investing in equity, equity related securities of companies, which are incorporated or have their area of primary activity, in the Asia pacific region. In the beginning the scheme will be investing in share classes of International Opportunity Fund - Asian equity fund and thereafter they may choose to make investment in listed shares, securities in Asia."
1629,ICICI Pru Infrastructure Fund(G),2,Equity : Sector-Infrastructure,"Its seeks to generate capital appreciation and income distribution to unitholders by investing predominantly inequity/equity related securities of the companies belonging to the infrastructure development and balance in debt securities and money market instruments. However, there can be no assurance that the investment objective of the Scheme will be realized"
1659,ICICI Pru Liquid Fund(G),3,Debt : Liquid,"The scheme seeks reasonable returns, commensurate with low risk levels while providing a high level of liquidity. Approximately 80 per cent of the corpus would be invested in money market securities, while the balance would be placed in high quality debt instruments"
1667,ICICI Pru Medium Term Bond Fund(G),3,Debt : Short Term,"The primary investment objective is to generate income through investments in a range of debt and money market instruments of various maturities with a view of maximizing income while maintaining the optimum balance of yield, safety and liquidity."
1672,ICICI Pru MIP(G),3,Hybrid : Debt Oriented,The primary objective of the Scheme is to generate regular income through investments in fixed incomesecurities so as to make monthly /quarterly/half yearly dividend distribution to Unitholders seeking theDividend Option. The secondary objective of the Scheme is to generate long-term capital appreciation byinvesting a portion of the Schemes assets in equity and equity related instruments.
1677,ICICI Pru Multicap Fund(G),3,Equity : Multi Cap,The primary objective of the Scheme is to generate capital appreciation through investmentsin equity and equity related securities in core sectors and associated feeder industries.
1680,ICICI Pru Exports & Services Fund(G),Unrated,Equity : Others,The scheme aims to invest predominantly in equity or equity related securities of the companies belonging to the service industry and the balance in debt and money market instruments
1682,ICICI Pru Short Term Fund(G),5,Debt : Short Term,To generate income through investment in basket of debt securities and money market instruments.
1690,ICICI Pru Money Market Fund(G),4,Debt : Liquid,"To provide reasonable returns, commensurate with low risk while providing a high level of liquidity, through investments made in money market securities."
1694,ICICI Pru LT Equity Fund (Tax Saving)(G),2,Equity : Tax Saving (ELSS),"The Scheme seeks to generate long-term capital appreciation through investments made primarily in equity and equity related securities of companies. Accordingly, the NAV of the Scheme is linked to performance of such companies. However, there can be no assurance that the investment objective of the Scheme will be realized."
1695,ICICI Pru Technology Fund(G),Unrated,Equity : Sector-Tech,"The primary investment objective of the Scheme is to seek to generate long-term capital appreciation by creating a portfolio that is invested in equity and equity related securities of technology and technology dependent company companies. However, there can be no assurance that the investment objectives of the Scheme will be realized."
1698,ICICI Pru Advisor Series-Passive Strategy Fund(G),Unrated,Equity : FoF,The scheme aims to generate long term capital appreciation by investing predominantly in the schemes of Prudential ICICI Mutual Fund having asset allocation to equity and equity related securities and a small portion in debt and money market instruments. 
1701,ICICI Pru Advisor Series-Hybrid Fund(G),Unrated,Debt : FoF,The scheme aims to generate regular income primarily through investments in the schemes of Prudential ICICI Mutual Fund having asset allocation primarily to fixed income securities and to a lesser extent (maximum 35%) in equity and equity related securities to generate long-term capital appreciation
1704,ICICI Pru Advisor Series-Cons(G),Unrated,Debt : FoF,The scheme aims to generate long term capital appreciation and current income by investing in the schemes of Prudential ICICI Mutual Fund having asset allocation to equity and equity related securities as well as to fixed income securities.     
1706,ICICI Pru Advisor Series-Thematic Fund(G),Unrated,Equity : FoF,The scheme aims to generate long term capital appreciation by investing predominantly in the schemes of Prudential ICICI Mutual Fund that actively invest in equity and equity related securities. 
1707,ICICI Pru Advisor Series-Debt Mgmt Fund(G),Unrated,Debt : FoF,"The scheme aims to provide reasonable returns, commensurate with low risk while providing a high level of liquidity, through investments made primarily in the schemes of Prudential ICICI Mutual Fund having asset allocation to money market and debt securities. "
1713,Aditya Birla SL Balanced Advantage Fund(G),4,Hybrid : Equity Oriented,The primary objective of the Scheme is to generate long term growth of capital and income distribution with relatively lower volatility by investing in a dynamically balanced portfolio of Equity & Equity linked investments and fixed-income securities.
1830,Aditya Birla SL Tax Savings Fund(G),Unrated,Equity : Tax Saving (ELSS),Birla Sun Life Tax Savings Fund is an open ended equity linked savings scheme which aims to provide medium to long term growth of capital along with income tax rebate. There can be no assurance that the investment objective of the Scheme will be realized.
1843,JM Arbitrage Fund(G),2,Hybrid : Arbitrage,To generate income through arbitrage opportunities emerging out of mis-pricing between the cash market and the derivatives market and through deployment of surplus cash in fixed income instruments. 
1847,JM Equity Hybrid Fund(G),2,Hybrid : Equity Oriented,To provide steady current income as well as long term growth of capital.
1849,JM Value Fund(G),Unrated,Equity : Others,"The primary objective of the Scheme will be to provide capital appreciation to its Unitholders through judicious deployment of the corpus of the Scheme in sectors categorized under basic industry in the normal parlance and in context of the Indian economy, including but not limited to, energy, petrochemicals, oil & gas, power generation & distribution and electrical equipment suppliers, metals and building material. The fund would continue to remain open-ended with a sector focus."
1858,JM Large Cap Fund(G),1,Equity : Large Cap,To provide optimum capital growth and appreciation.
1898,JM G-Sec Fund-Reg(G),Unrated,Debt : Long Term,The scheme aims to provide ultimate level of safety to its unitholders through investments exclusively in sovereign securities issued by the central and state government.
1909,JM Liquid Fund(G),4,Debt : Liquid,Aims to provide income by way of dividend and capital gains through investing in debt and money market instruments
1921,JM Income(G),Unrated,Debt : Dynamic Bond,To generate stable long term returns with low risk strategy and capital appreciation through investment in debt instruments and related securities besides preservation of capital.
1925,JM Dynamic Debt Fund-Reg(G),4,Debt : Ultra Short Term,"To provide regular income and capital appreciation through investment in floating rate debt instruments, fixed rate debt instruments swapped for floating rate returns and also fixed rate instruments and money market instruments."
1932,JM Ultra Short Duration Fund(G),Unrated,Debt : Ultra Short Term,To generate stable long term returns with low risk trategy and capital appreciational accretion through investiments in debt instruments and related securities besides preservation of capital.
1934,JM Money Market Fund(G),Unrated,Debt : Ultra Short Term,To generate stable long term returns with low risk trategy and capital appreciational accretion through investiments in debt instruments and related securities besides preservation of capital.
1938,JM Low Duration Fund(G),4,Debt : Ultra Short Term,To generate stable long term returns with low risk trategy and capital appreciational accretion through investiments in debt instruments and related securities besides preservation of capital.
1948,JM Short Term Fund(G),Unrated,Debt : Medium Term,To generate regular returns and high level of liquidity with low risk strategy and capital appreciation / accretion through investment in debt instruments and related securities besides preservation of capital.
1956,Edelweiss Large & Mid Cap Fund-Reg(G),2,Equity : Multi Cap,"The investment objective of the Scheme is to generate long-term capital appreciation from a diversified portfolio of predominantly Large Cap and Mid Cap equity and equity-related securities.However, there is no assurance that the investment objective of the scheme will be realised."
1962,Kotak Bluechip Fund(G),3,Equity : Large Cap,To generate capital appreciation from a portfolio equity related securities. The portfolio will generally comprise of equity & equity related instruments of around 50 companies which may go upto 59 companies but will not exceed 59 at any point in time.
1968,Kotak Bond Fund-Reg(G),1,Debt : Long Term,To create a portfolio of debt and money market instruments of different maturities so as to spread the risk across a wide maturity horizon & different kinds of issuers in the debt markets.
1971,Kotak Bond-STP(G),3,Debt : Short Term,"The investment objective of the Scheme is to provide reasonable returns and high level of liquidity by investing in debt instruments such as bonds, debentures and Government securities; and money market instruments such as treasury bills, commercial papers, certificates of deposit, including repos in permitted securities of different maturities, so as to spread the risk across different kinds of issuers in the debt markets. The Scheme may invest in the call money/term money market in terms of RBI guidelines in this respect."
1973,Kotak India EQ Contra Fund(G),4,Equity : Large Cap,To generate capital appreciation from a diversified portfolio of equity and equity related instruments.
1977,Kotak Emerging Equity Scheme(G),4,Equity : Mid Cap,"To generate long-term capital appreciation from a portfolio of equity and equity related securities, by investing predominantly in mid and small cap companies."
1979,Kotak Equity Arbitrage Scheme(G),4,Hybrid : Arbitrage,"To generate capital appreciation and income by predominantly investing in arbitrage opportunities in the cash and derivatives segment of the equity market, and by investing the balance in debt and money market instruments"
1981,Kotak Asset Allocator Fund(G),Unrated,Equity : FoF,To generate long-term capital appreciation from a portfolio created by investing in specified open-ended equity and debt schemes of Kotak Mahindra Mutual Fund.
1995,Kotak Savings Fund(G),4,Debt : Ultra Short Term,"The investment objective of the Scheme is to generate returns through investments in debt and MMI with a view to reduce the interest rate risk. However, there is no assurance or guarantee that the investment objective of the scheme will be achieved."
1999,Kotak Money Market Scheme(G),4,Debt : Liquid,"The investment objective of the Scheme is to provide reasonable returns and high level of liquidity by investing in debt instruments such as bonds, debentures and G-sec, and MMI such as T-Bills, CP, CD, including repos in permitted securities of different maturities, so as to spread the risk across different kinds of issuers in the debt markets. The scheme may invest in the call money/Term money in terms of RBI guidlines in this respect.To reduce the risk of the portfolio, the scheme may also se various derivative and hedging products from time to time, in the manner permitted by SEBI.Subject to the maximum amount permitted from time to time, the Scheme may invest in offshoresecurities, which are in conformity with the investment objective of the Scheme and the prevailingguidelines and Regulations.There is no assurance that the investment objective of the Schemes will be realised."
2040,Kotak Gilt-Invest-PF&Trust(G),3,Debt : Long Term,To generate risk-free returns through investments in sovereign securities issued by the central Government and/or a state Government and/or reverse repos in such securities. 
2042,Kotak Gilt-Invest-Reg(G),3,Debt : Long Term,To generate risk-free returns through investments in sovereign securities issued by the central Government and/or a state Government and/or reverse repos in such securities. 
2044,Kotak Banking and PSU Debt Fund(G),4,Debt : Short Term,To generate risk-free returns through investments in sovereign securities issued by the central Govt and/or a state Govt and/or reverse repos in such securities. 
2047,Kotak Global Emerging Mkt Fund(G),Unrated,Equity : International,The investment objective of the scheme is to provide long-term capital appreciation by investing in an overseas mutual fund scheme that invests in a diversified portfolio of securities as prescribed by SEBI from time to time in global emerging markets.
2050,Kotak Gold ETF,Unrated,Gold : ETFs,"The investment objective of the scheme is to generate returns that are in line with the returns on investment in physical gold, subject to tracking error."
2051,Kotak Debt Hybrid Fund(G),4,Hybrid : Debt Oriented,To enhance returns over a portfolio of debt instrument with a moderate exposure in equity and equity related instruments.
2060,Kotak Liquid Fund-Reg(G),5,Debt : Liquid,"To provide reasonable returns and high level of liquidity by investing in debt and money market instruments, of different maturities so as to spread the risk across different kinds of issuers in the debt markets."
2066,Kotak Small Cap Fund(G),4,Equity : Mid Cap,To generate capital appreciation from a diversified portfolio of equity and equity related securities.
2069,Kotak Equity Opp Fund(G),4,Equity : Multi Cap,To generate capital appreciation from a diversified portfolio of equity and equity related securities.
2075,Kotak Tax Saver Scheme(G),3,Equity : Tax Saving (ELSS),"To generate long-term capital appreciation from a diversified portfolio of equity and equity related securities and enable investors to avail the income tax rebate, as permitted from time to time."
2085,LIC MF Equity Hybrid Fund(G),2,Hybrid : Equity Oriented,An open ended Income and Growth scheme which seeks to provide regular returns and capital appreciation according to the selection of plan by investing in equities and debt.
2087,LIC MF Bond(G),2,Debt : Medium Term,LIC Nomura MF Bond Fund is an open-ended debt Scheme which will endeavor to generate attractive returns for its investors by investing in a portfolio of quality debt securities and money market instruments.
2088,LIC MF Childrens Gift Fund(G),Unrated,Hybrid : Debt Oriented,An open ended scheme which seeks to generate long term capital appreciation by investing mainly in equities.
2090,LIC MF Multi Cap Fund(G),1,Equity : Multi Cap,To obtain maximum possible growth consistent with reasonable levels of safety and security by investing mainly in equities.
2124,LIC MF G-Sec-Reg(G),Unrated,Debt : Long Term,The primary objective of the scheme is to generate credit risk free and reasonable returns for its investors through investments in sovereign securities issued by the central and /or state Government and /or any security unconditionally guaranteed by the central/ state government for repayment of Principal and interest and/or reverse repos in such securities as and when permitted by RBI.
2126,LIC MF G-Sec-PF(G),Unrated,Debt : Long Term,The primary objective of the scheme is to generate credit risk free and reasonable returns for its investors through investments in sovereign securities issued by the central and /or state Government and /or any security unconditionally guaranteed by the central/ state government for repayment of Principal and interest and/or reverse repos in such securities as and when permitted by RBI.
2127,LIC MF Large Cap Fund(G),1,Equity : Large Cap,The main investment objective of the scheme is to provide capital growth by investing mainly in equities and also in debt and other permitted instruments of capital and money markets. The investment portfolio of the scheme will be constantly monitored and reviewed to optimize capital growth.
2129,LIC MF Index Fund-Nifty Plan(G),Unrated,Equity : Large Cap,"The scheme aims to generate returns commensurate with the performance of S&P CNX Nifty by investing in the index stocks, subject to tracking errors. "
2133,LIC MF Index Fund-Sensex Plan(G),Unrated,Equity : Large Cap,"The scheme aims to generate returns commensurate with the performance of BSE Sensex by investing in the index stocks, subject to tracking errors. "
2137,LIC MF Liquid(G),4,Debt : Liquid,To generate reasonable returns with low risk and high liquidity through judicious mix of investments in money market instruments and quality debt instruments
2139,LIC MF Banking & PSU Debt Fund(G),1,Debt : Short Term,An open ended debt scheme which seeks to provide reasonable possible current income - consistent with preservation of capital and providing liquidity - from investing in a diversified portfolio of short-term money market and debt securities.
2142,LIC MF Debt Hybrid Fund(G),1,Hybrid : Debt Oriented,To generate regular income by investing mainly in quality debt and money market instruments with some portion in equity/equity related instruments for long term capital appreciation.
2149,LIC MF Savings Fund(G),2,Debt : Ultra Short Term,The investment objective of the Scheme is to generate income by investing in a portfolio of quality short term debt securities. There can be no assurance that the investment objective of the scheme will be realized.
2153,LIC MF Tax Plan(G),2,Equity : Tax Saving (ELSS),Investment objective of the scheme is to provide capital growth along with tax rebate and tax relief to our investors through prudent investments in the stock markets.
2154,LIC MF ULIS,2,Hybrid : Equity Oriented,To generate long term capital appreciation and offer Tax rebate u/s 80 C as well as additional benefits of a life & insurance cover free accident insurance cover.
2155,Reliance ETF Liquid BeES,Unrated,Debt : ETFs,"The investment objective of Reliance ETF Liquid BeES is to seek to provide current income, commensurate with low risk while providing a high level of liquidity through a portfolio of Collateralised Lending & Borrowing Obligation (CBLO)/Repo & Reverse Repo. The Scheme will provide returns that before expenses, closely correspond to the returns of Nifty 1D Rate index.There can be no assurance or guarantee that the investment objective of the Scheme will be achieved."
2158,Invesco India Corporate Bond Fund(G),2,Debt : Dynamic Bond,To generate regular and stable income by investing predominantly in bonds issued by corporates. The scheme will invest in bonds which are rated AA+/ AAA by credit rating agencies. 
2167,Invesco India Arbitrage Fund(G),2,Hybrid : Arbitrage,To generate income through arbitrage opportunities emerging out of difference in pricing between the cash market and the derivatives market and through deployment of surplus cash in fixed income instruments.
2169,Invesco India Contra Fund(G),4,Equity : Multi Cap,To generate capital appreciation by investing predominantly in Equity and Equity Related Instruments through contrarian investing.
2171,Invesco India Dynamic Equity Fund(G),2,Equity : Multi Cap,To generate capital appreciation by investing in equity and debt securities which are managed dynamically.
2235,Invesco India Growth Opp Fund(G),3,Equity : Multi Cap,To Generate capital appreciation from a diversified portfolio of predominantly Equity and Equity Related Instruments of Large and Midcap companies.
2237,Invesco India Infrastructure Fund(G),Unrated,Equity : Sector-Infrastructure,To generate capital appreciation by investing in a portfolio that is predominantly constituted of Equity and Equity Related Instruments of infrastructure companies.
2240,Invesco India Liquid Fund(G),4,Debt : Liquid,"To generate income commensurate with low risk and high liquidity, through a portfolio of debt and Money Market Instruments."
2253,Invesco India Treasury Advantage Fund(G),3,Debt : Ultra Short Term,To generate income by investing in debt and Money Market Instruments.
2259,Invesco India Midcap Fund(G),3,Equity : Mid Cap,To generate capital appreciation by investing predominantly in Midcap companies.
2262,Invesco India Short Term Fund(G),2,Debt : Short Term,To generate steady returns with a moderate risk for investors by investing in a portfolio of short term debt and Money Market Instruments.
2270,Invesco India Tax Plan(G),3,Equity : Tax Saving (ELSS),To generate long term capital growth from a diversified portfolio of predominantly equity and equity-related securities.
2271,HDFC Growth Opp Fund Fund-Reg(G),2,Equity : Large Cap,To provide long-term capital appreciation by investing predominantly in large cap companies.
2272,Reliance ETF Nifty BeES,Unrated,Equity : ETFs,"The investment objective of R*Shares Nifty BeES is to provide investment returns that, before expenses, closely correspond to the total returns of the Securities as represented by the Nifty 50 Index."
2273,Reliance ETF Junior BeES,Unrated,Equity : ETFs,"The investment objective of R*Shares Junior BeES is to provide returns that, before expenses, closely correspond to the returns of Securities as represented by Nifty Next 50 Index"
2277,Aditya Birla SL Active Debt Multi-Mgr FoF(G),Unrated,Debt : FoF,The primary objective of the Scheme is to generate returns from a portfolio of pure debt oriented funds accessed through the diverse investment styles of underlying schemes selected in accordance with the BSLAMC process. There can be no assurance that the investment objective of the Scheme will be realized.
2279,Aditya Birla SL Asset Allocator Multi FoF(G),Unrated,Equity : FoF,The primary objective of the Scheme is to generate capital appreciation primarily from a portfolio of equity and debt funds accessed through the diversified investment styles of underlying schemes selected in accordance with the BSLAMC process. There can be no assurance that the investment objective of the Scheme will be realized
2321,Principal Hybrid Equity Fund(G),5,Hybrid : Equity Oriented,The scheme seeks long-term capital appreciation and current income from a balanced portfolio of equity and debt securities
2323,Principal Cash Management Fund(G),5,Debt : Liquid,"To provide investors with as high a level of income available from short-term investments as is considered consistent with preservation of capital and maintenance of liquidity, by investing in a portfolio of money market and investment grade debt instruments."
2337,Principal Dividend Yield Fund(G),4,Equity : Multi Cap,To provide long-term capital appreciation and/or dividend distribution by investing predominantly in a well diversified portfolio of companies that have a relatively high dividend yield.
2343,Principal Low Duration Fund(G),3,Debt : Ultra Short Term,"The primary investment objective of the  Floating Rate Fund will be to generate income consistent with the prudent risk from a portfolio comprising substantially of floating rate debt instruments, fixed rate debt instruments swapped for floating rate return, and also fixed rate instruments and money market instruments."
2351,Principal Credit Risk Fund(G),Unrated,Debt : Short Term,The Fund seeks to generate income and capital gains by predominantly investing in a portfolio of AA and below rated corporate debt securities across the credit spectrum within the investment grade.
2359,Principal Global Opportunities Fund(G),Unrated,Equity : International," The investment objective of the Scheme is to provide long term capital appreciation by predominantly investing in overseas mutual fund schemes, and a certain portion of its corpus in Money Market Securities and/or units of Money Market / Liquid Schemes of Principal Mutual Fund. "
2370,Principal Multi Cap Growth Fund(G),5,Equity : Multi Cap,The fund seeks to achieve long-term capital appreciation through investment primarily in equities.
2375,Principal Dynamic Bond Fund(G),3,Debt : Dynamic Bond,The scheme aims to generate regular income and capital appreciation through investment in debt instruments and related securities besides preservation of capital.
2381,Principal Short Term Debt Fund(G),3,Debt : Short Term,The scheme aims to generate regular income and capital appreciation through investment in debt instruments and related securities besides preservation of capital.
2384,Principal Nifty 100 Equal Weight Fund(G),Unrated,Equity : Large Cap,To invest principally in securities that comprise Nifty 100 Equal Weight Index and subject to tracking errors endeavour to attain results commensurate with the Nifty 100 Equal Weight Index.
2390,Principal Focused Multicap Fund(G),4,Equity : Large Cap,The Investment Objective of the scheme would be to provide capital appreciation and /or dividend distribution by investing in companies across market capitalization.
2393,Principal Equity Savings Fund(G),Unrated,Hybrid : Equity Oriented,"The investment objective of the Scheme is to provide capital appreciation and income distribution to the investors by using equity and equity related instruments, arbitrage opportunities, andinvestments in debt and money market instruments.However, there can be no assurance that the investment objective of the Scheme will be realized or that income will be generated and the scheme does not assure or guarantee any returns."
2395,Principal Corp Bond Fund(G),Unrated,Debt : Medium Term,"The fund seeks to generate steady income and capital appreciation by investing primarily in AA+ and above rated corporate debt securities across maturities and ratings while maintaining the optimum balance of yield, safety and liquidity."
2399,Principal Personal Tax saver Fund,3,Equity : Tax Saving (ELSS),To provide long term growth of capital. The Investment Manager will aim to achieve a return on assets in excess of the performance of BSE 100 Index.
2433,Principal Tax Savings Fund,5,Equity : Tax Saving (ELSS),The fund seeks to build a high quality growth oriented portfolio to provide long term capital appreciation through investment primarily in equities. 
2445,Reliance Banking Fund(G),Unrated,Equity : Sector-Financial Services,The primary investment objective of the Scheme is to seek to generate continuous returns by actively investing in equity and equity related securities of companies in the Banking Sector and companies engaged in allied activities related to Banking Sector.
2452,Reliance Power & Infra Fund(G),Unrated,Equity : Sector-Energy/Power,The investment objective of the scheme is to seek long term capital appreciation by investing in equity/equity related instruments of the companies that are engaged in or allied to the power and infrastructure space in India. There is no assurance or guarantee that the investment objective of the scheme will be achieved.
2455,Reliance Large Cap Fund(G),4,Equity : Large Cap,"The primary investment objective of the scheme is to seek to generate long term capital appreciation by investing predominantly into equity and equity related instruments of large cap companies. The secondary objective is to generate consistent returns by investing in debt, money market securities, REITs and InvITs."
2461,Reliance Focused Large Cap Fund(G),3,Equity : Large Cap,The primary investment objective of the scheme is to seek to generate capital appreciation and provide long term growth opportunities by investing in a portfolio constituted of equity and equity related securities of top 100 companies by market capitalization and of companies which are available in the derivatives segment from time to time and the secondary objective is to generate consistent returns by investing in debt and money market securities.
2466,Reliance Multi Cap Fund(G),2,Equity : Multi Cap,The primary investment objective of the scheme is to seek to generate capital appreciation & provide longtermgrowth opportunities by investing in a portfolio constituted of equity securities & equity-related securities and the secondary objective is to generate consistent returns by investing in debt and money market securities.
2566,Reliance Floating Rate Fund(G),2,Debt : Short Term,"The scheme aims to generate regular income through investment in a portfolio comprising substantially of floating rate debt. It would also invest in fixed rate debt securities including fixed rate securitised debt, money market instruments and floating rate debt Instruments swapped for fixed returns. "
2573,Reliance Growth Fund(G),3,Equity : Mid Cap,The primary investment objective of the scheme is to achieve long-term growth of capital by investing in equity and equity related securities through a research based investment approach.
2580,Reliance Income(G),2,Debt : Long Term,"The primary investment objective of the scheme is to generate optimal returns consistent with moderate level of risk. This income may be complemented by capital appreciation of the portfolio.Accordingly, investments shall predominantly be made in Debt & Money Market Instruments"
2599,Reliance Inv-Annual-I(G),Unrated,Debt : FTP/FMP,To generate regular returns and growth of capital by investing in a diversified portfolio of central and state Government securities and Other fixed income / debt securities normally maturing in line with the time profile of the plan with the objective of
2605,Reliance Inv-Mthly-I(G),Unrated,Debt : FTP/FMP,The primary investment objective of the scheme is to seek to generate regular returns and growth of capital by investing in a diversified portfolio of Central and State Government securities and Other fixed income/ debt securities normally maturing in line with the time profile of the scheme with the objective of limiting interest rate volatility.
2607,Reliance Inv-Mthly-II(G),Unrated,Debt : FTP/FMP,The primary investment objective of the scheme is to seek to generate regular returns and growth of capital by investing in a diversified portfolio of Central and State Government securities and Other fixed income/ debt securities normally maturing in line with the time profile of the scheme with the objective of limiting interest rate volatility.
2609,Reliance Inv-Qrtly-I(G),Unrated,Debt : FTP/FMP,The primary investment objective of the scheme is to seek to generate regular returns and growth of capital by investing in a diversified portfolio of Central and State Government securities and Other fixed income/ debt securities normally maturing in line with the time profile of the scheme with the objective of limiting interest rate volatility.
2611,Reliance Inv-Qrtly-II(G),Unrated,Debt : FTP/FMP,The primary investment objective of the scheme is to seek to generate regular returns and growth of capital by investing in a diversified portfolio of Central and State Government securities and Other fixed income/ debt securities normally maturing in line with the time profile of the scheme with the objective of limiting interest rate volatility.
2613,Reliance Inv-Qrtly-III(G),Unrated,Debt : FTP/FMP,The primary investment objective of the scheme is to seek to generate regular returns and growth of capital by investing in a diversified portfolio of Central and State Government securities and Other fixed income/ debt securities normally maturing in line with the time profile of the scheme with the objective of limiting interest rate volatility.
2615,Reliance Ultra Short Duration Fund(G),1,Debt : Ultra Short Term,"The primary investment objective of the scheme is to generate optimal returns consistent with moderate levels of risk and high liquidity. Accordingly, investments shall predominantly be made in Debt and Money Market Instruments."
